"Sr. No.","Page","College Code","College Name","Course Code","Course Name","Status","Level","Stage","Caste/Category","Cut‑off Rank","Cut‑off Percentile"
"12658","1062","6277","Dr. J. J. Magdum  Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur","627761210","Mechanical Engineering","Un-Aided Autonomous","State Level","VII","GSCS","175702","5.5604"
"12659","1062","6277","Dr. J. J. Magdum  Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur","627761210","Mechanical Engineering","Un-Aided Autonomous","State Level","VII","GSTS","147580","32.24751"
"12660","1062","6277","Dr. J. J. Magdum  Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur","627761210","Mechanical Engineering","Un-Aided Autonomous","State Level","VII","GVJS","178167","2.28338"
"12661","1062","6277","Dr. J. J. Magdum  Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur","627761210","Mechanical Engineering","Un-Aided Autonomous","State Level","VII","GSEBCS","172692","9.45997"
"12662","1062","6277","Dr. J. J. Magdum  Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur","627761210","Mechanical Engineering","Un-Aided Autonomous","State Level","VII","LSCS","154418","27.40489"
"12663","1062","6277","Dr. J. J. Magdum  Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur","627761210","Mechanical Engineering","Un-Aided Autonomous","State Level","VII","LSTS","158023","24.04718"
"12664","1062","6277","Dr. J. J. Magdum  Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur","627761210","Mechanical Engineering","Un-Aided Autonomous","State Level","VII","LSEBCS","158824","22.97476"
"12665","1062","6277","Dr. J. J. Magdum  Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur","627761210","Mechanical Engineering","Un-Aided Autonomous","State Level","VII","PWDOBCS","159044","22.56623"
"12666","1063","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627819110","Civil Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOPENH","35381","88.02099"
"12667","1063","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627819110","Civil Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GSEBCH","52276","81.84204"
"12668","1063","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627819110","Civil Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOPENH","72900","73.8487"
"12669","1063","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627819110","Civil Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOBCH","93423","65.22989"
"12670","1063","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627819110","Civil Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I-NON PWD","PWDOBCH","48416","83.47004"
"12671","1063","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627819110","Civil Engineering","Un-Aided","Home University Seats Allotted to Other Than Home University Candidates","I","GSTH","158862","22.97476"
"12672","1063","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627819110","Civil Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GOPENO","44980","84.57312"
"12673","1063","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627819110","Civil Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GVJO","54971","80.97414"
"12674","1063","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627819110","Civil Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GOBCO","54002","81.37389"
"12675","1063","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627819110","Civil Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","LOPENO","57543","80.00336"
"12676","1063","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627819110","Civil Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","LOBCO","60367","78.95612"
"12677","1063","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627819110","Civil Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","LSEBCO","79100","71.40382"
"12678","1063","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627819110","Civil Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","VII","LSTO","52919","81.76581"
"12679","1063","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627819110","Civil Engineering","Un-Aided","State Level","I","DEFOPENS","168784","13.64775"
"12680","1063","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627819110","Civil Engineering","Un-Aided","State Level","I","TFWS","35412","88.02099"
"12681","1064","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627821910","Robotics and Automation","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOPENH","15190","94.98817"
"12682","1064","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627821910","Robotics and Automation","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOBCH","26224","91.2437"
"12683","1064","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627821910","Robotics and Automation","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LNT2H","21152","92.93406"
"12684","1064","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627821910","Robotics and Automation","Un-Aided","Home University Seats Allotted to Home University Candidates","I-NON PWD","PWDOPENH","20759","93.07563"
"12685","1064","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627821910","Robotics and Automation","Un-Aided","Home University Seats Allotted to Home University Candidates","VII","GSTH","20460","93.21393"
"12686","1064","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627821910","Robotics and Automation","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GOPENO","16478","94.52421"
"12687","1064","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627821910","Robotics and Automation","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GSEBCO","22946","92.33546"
"12688","1064","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627821910","Robotics and Automation","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","LOPENO","16828","94.41893"
"12689","1064","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627821910","Robotics and Automation","Un-Aided","State Level","I","TFWS","20446","93.21393"
"12690","1064","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627821910","Robotics and Automation","Un-Aided","State Level","I","DEFROBCS","51357","82.1879"
"12691","1064","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627821910","Robotics and Automation","Un-Aided","State Level","I","EWS","46500","84.02593"
"12692","1065","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627824510","Computer Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOPENH","10827","96.41789"
"12693","1065","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627824510","Computer Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GSCH","31040","89.48244"
"12694","1065","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627824510","Computer Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOBCH","11432","96.21094"
"12695","1065","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627824510","Computer Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GSEBCH","11629","96.16877"
"12696","1065","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627824510","Computer Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LSCH","35775","87.95261"
"12697","1065","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627824510","Computer Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LNT1H","10850","96.41245"
"12698","1065","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627824510","Computer Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GSCO","26671","91.06551"
"12699","1065","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627824510","Computer Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","LVJO","43708","85.07437"
"12700","1065","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627824510","Computer Engineering","Un-Aided","State Level","I","TFWS","8213","97.27462"
"12701","1065","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627824510","Computer Engineering","Un-Aided","State Level","I","EWS","15357","94.89503"
"12702","1066","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627829310","Electrical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOPENH","35635","88.01568"
"12703","1066","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627829310","Electrical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GSCH","71741","74.37855"
"12704","1066","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627829310","Electrical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOPENH","36712","87.50057"
"12705","1066","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627829310","Electrical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I-NON PWD","PWDOPENH","37350","87.37118"
"12706","1066","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627829310","Electrical Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GOPENO","25186","91.6093"
"12707","1066","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627829310","Electrical Engineering","Un-Aided","State Level","I","EWS","44486","84.6402"
"12708","1066","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627837210","Electronics and Telecommunication Engg","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOPENH","15570","94.8245"
"12709","1066","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627837210","Electronics and Telecommunication Engg","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOBCH","18208","93.96909"
"12710","1066","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627837210","Electronics and Telecommunication Engg","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOPENH","15371","94.89139"
"12711","1066","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627837210","Electronics and Telecommunication Engg","Un-Aided","State Level","I","EWS","28311","90.48766"
"12712","1067","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627837810","Electronics Engineering ( VLSI Design and Technology)","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GSCH","50394","82.70868"
"12713","1067","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627837810","Electronics Engineering ( VLSI Design and Technology)","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GSEBCH","44206","84.80604"
"12714","1067","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627837810","Electronics Engineering ( VLSI Design and Technology)","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GOPENO","24853","91.66805"
"12715","1067","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627837810","Electronics Engineering ( VLSI Design and Technology)","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","VII","LSTO","24500","91.8183"
"12716","1067","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627837810","Electronics Engineering ( VLSI Design and Technology)","Un-Aided","State Level","I","TFWS","22841","92.42622"
"12717","1068","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627850710","Chemical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GSCH","58142","79.74658"
"12718","1068","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627850710","Chemical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOBCH","66067","76.61998"
"12719","1068","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627850710","Chemical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOPENH","79338","71.39888"
"12720","1068","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627850710","Chemical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOBCH","81212","70.50083"
"12721","1068","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627850710","Chemical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LSEBCH","155965","25.64827"
"12722","1068","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627850710","Chemical Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GOPENO","42042","85.50522"
"12723","1068","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627850710","Chemical Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GSCO","79153","71.39888"
"12724","1068","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627850710","Chemical Engineering","Un-Aided","State Level","I","TFWS","24883","91.65578"
"12725","1068","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627850710","Chemical Engineering","Un-Aided","State Level","I","EWS","122784","49.61936"
"12726","1069","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627861210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOPENH","28589","90.40575"
"12727","1069","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627861210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GNT3H","63246","77.82507"
"12728","1069","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627861210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOPENH","37986","86.97016"
"12729","1069","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627861210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOBCH","40406","86.17646"
"12730","1069","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627861210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","VII","GSTH","31418","89.33217"
"12731","1069","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627861210","Mechanical Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GOPENO","31777","89.26713"
"12732","1069","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627861210","Mechanical Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","LOPENO","27951","90.61403"
"12733","1069","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627861210","Mechanical Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","LNT2O","78275","71.7115"
"12734","1069","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627861210","Mechanical Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","VII","GSTO","34206","88.50135"
"12735","1069","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627861210","Mechanical Engineering","Un-Aided","State Level","I","TFWS","30480","89.7387"
"12736","1069","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627861210","Mechanical Engineering","Un-Aided","State Level","I","EWS","77120","72.23388"
"12737","1070","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627862510","Mechanical Engineering[Sandwich]","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOPENH","44054","84.84823"
"12738","1070","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627862510","Mechanical Engineering[Sandwich]","Un-Aided","Home University Seats Allotted to Home University Candidates","II","LNT3H","91076","65.88123"
"12739","1070","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627862510","Mechanical Engineering[Sandwich]","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","LOPENO","60408","78.95612"
"12740","1070","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627862510","Mechanical Engineering[Sandwich]","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","LOBCO","74897","73.12373"
"12741","1070","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627862510","Mechanical Engineering[Sandwich]","Un-Aided","State Level","I","TFWS","49608","82.78203"
"12742","1070","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627862510","Mechanical Engineering[Sandwich]","Un-Aided","State Level","I","EWS","159476","22.40818"
"12743","1071","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627892110","Artificial Intelligence and Machine Learning","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GSTH","84569","69.06596"
"12744","1071","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627892110","Artificial Intelligence and Machine Learning","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GSEBCH","17676","94.11518"
"12745","1071","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627892110","Artificial Intelligence and Machine Learning","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOPENH","15255","94.95202"
"12746","1071","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627892110","Artificial Intelligence and Machine Learning","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LSCH","48550","83.40095"
"12747","1071","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627892110","Artificial Intelligence and Machine Learning","Un-Aided","Home University Seats Allotted to Home University Candidates","I-NON PWD","PWDOPENH","13320","95.57947"
"12748","1071","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627892110","Artificial Intelligence and Machine Learning","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GOPENO","13084","95.67195"
"12749","1071","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627892110","Artificial Intelligence and Machine Learning","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GOBCO","13952","95.37899"
"12750","1071","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627892110","Artificial Intelligence and Machine Learning","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GSEBCO","15170","94.99434"
"12751","1071","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627892110","Artificial Intelligence and Machine Learning","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","LOPENO","14125","95.30157"
"12752","1071","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627892110","Artificial Intelligence and Machine Learning","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","LSEBCO","15874","94.75739"
"12753","1071","6278","All India Shri Shivaji Memorial Society's College of Engineering, Pune","627892110","Artificial Intelligence and Machine Learning","Un-Aided","State Level","I","EWS","20137","93.28498"
"12754","1072","6281","Modern Education Society's Wadia College of Engineering, Pune","628124510","Computer Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOPENH","19376","93.53791"
"12755","1072","6281","Modern Education Society's Wadia College of Engineering, Pune","628124510","Computer Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOBCH","19882","93.37947"
"12756","1072","6281","Modern Education Society's Wadia College of Engineering, Pune","628124510","Computer Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GSEBCH","24082","91.94929"
"12757","1072","6281","Modern Education Society's Wadia College of Engineering, Pune","628124510","Computer Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOPENH","13584","95.50735"
"12758","1072","6281","Modern Education Society's Wadia College of Engineering, Pune","628124510","Computer Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOBCH","21678","92.76109"
"12759","1072","6281","Modern Education Society's Wadia College of Engineering, Pune","628124510","Computer Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GOPENO","18692","93.83395"
"12760","1072","6281","Modern Education Society's Wadia College of Engineering, Pune","628124510","Computer Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GSCO","40496","86.14334"
"12761","1072","6281","Modern Education Society's Wadia College of Engineering, Pune","628124510","Computer Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GSTO","163496","18.70342"
"12762","1072","6281","Modern Education Society's Wadia College of Engineering, Pune","628124510","Computer Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","LOPENO","9597","96.8156"
"12763","1072","6281","Modern Education Society's Wadia College of Engineering, Pune","628124510","Computer Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","LOBCO","17710","94.09585"
"12764","1072","6281","Modern Education Society's Wadia College of Engineering, Pune","628124510","Computer Engineering","Un-Aided","State Level","I","DEFOPENS","22562","92.5252"
"12765","1072","6281","Modern Education Society's Wadia College of Engineering, Pune","628124510","Computer Engineering","Un-Aided","State Level","I","TFWS","17182","94.30301"
"12766","1072","6281","Modern Education Society's Wadia College of Engineering, Pune","628124510","Computer Engineering","Un-Aided","State Level","I","EWS","31636","89.30718"
"12767","1073","6281","Modern Education Society's Wadia College of Engineering, Pune","628137210","Electronics and Telecommunication Engg","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOPENH","28143","90.5124"
"12768","1073","6281","Modern Education Society's Wadia College of Engineering, Pune","628137210","Electronics and Telecommunication Engg","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GSCH","64803","76.93323"
"12769","1073","6281","Modern Education Society's Wadia College of Engineering, Pune","628137210","Electronics and Telecommunication Engg","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GNT3H","47006","83.74475"
"12770","1073","6281","Modern Education Society's Wadia College of Engineering, Pune","628137210","Electronics and Telecommunication Engg","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOBCH","33559","88.63252"
"12771","1073","6281","Modern Education Society's Wadia College of Engineering, Pune","628137210","Electronics and Telecommunication Engg","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GSEBCH","38927","86.7802"
"12772","1073","6281","Modern Education Society's Wadia College of Engineering, Pune","628137210","Electronics and Telecommunication Engg","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOPENH","26976","90.93771"
"12773","1073","6281","Modern Education Society's Wadia College of Engineering, Pune","628137210","Electronics and Telecommunication Engg","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LVJH","71956","74.36144"
"12774","1073","6281","Modern Education Society's Wadia College of Engineering, Pune","628137210","Electronics and Telecommunication Engg","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LNT3H","77305","72.14678"
"12775","1073","6281","Modern Education Society's Wadia College of Engineering, Pune","628137210","Electronics and Telecommunication Engg","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOBCH","30270","89.80151"
"12776","1073","6281","Modern Education Society's Wadia College of Engineering, Pune","628137210","Electronics and Telecommunication Engg","Un-Aided","Home University Seats Allotted to Home University Candidates","I-NON PWD","PWDOPENH","24325","91.89298"
"12777","1073","6281","Modern Education Society's Wadia College of Engineering, Pune","628137210","Electronics and Telecommunication Engg","Un-Aided","Home University Seats Allotted to Home University Candidates","VII","GSTH","29672","90.01828"
"12778","1073","6281","Modern Education Society's Wadia College of Engineering, Pune","628137210","Electronics and Telecommunication Engg","Un-Aided","Home University Seats Allotted to Home University Candidates","VII","LSTH","28913","90.33084"
"12779","1073","6281","Modern Education Society's Wadia College of Engineering, Pune","628137210","Electronics and Telecommunication Engg","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GSCO","45478","84.39389"
"12780","1073","6281","Modern Education Society's Wadia College of Engineering, Pune","628137210","Electronics and Telecommunication Engg","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","LSCO","52313","81.84204"
"12781","1073","6281","Modern Education Society's Wadia College of Engineering, Pune","628137210","Electronics and Telecommunication Engg","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","LSEBCO","26608","91.12688"
"12782","1073","6281","Modern Education Society's Wadia College of Engineering, Pune","628137210","Electronics and Telecommunication Engg","Un-Aided","State Level","I","DEFOPENS","43563","85.09824"
"12783","1073","6281","Modern Education Society's Wadia College of Engineering, Pune","628137210","Electronics and Telecommunication Engg","Un-Aided","State Level","I","DEFSEBCS","75101","73.11225"
"12784","1073","6281","Modern Education Society's Wadia College of Engineering, Pune","628137210","Electronics and Telecommunication Engg","Un-Aided","State Level","I","TFWS","25633","91.43914"
"12785","1073","6281","Modern Education Society's Wadia College of Engineering, Pune","628137210","Electronics and Telecommunication Engg","Un-Aided","State Level","I","EWS","56251","80.53589"
"12786","1074","6281","Modern Education Society's Wadia College of Engineering, Pune","628161210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOPENH","65382","76.79977"
"12787","1074","6281","Modern Education Society's Wadia College of Engineering, Pune","628161210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GSCH","85538","68.47371"
"12788","1074","6281","Modern Education Society's Wadia College of Engineering, Pune","628161210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GNT1H","104242","60.07437"
"12789","1074","6281","Modern Education Society's Wadia College of Engineering, Pune","628161210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GNT3H","67022","76.24662"
"12790","1074","6281","Modern Education Society's Wadia College of Engineering, Pune","628161210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","GOBCH","70296","75.01143"
"12791","1074","6281","Modern Education Society's Wadia College of Engineering, Pune","628161210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOPENH","58019","79.82404"
"12792","1074","6281","Modern Education Society's Wadia College of Engineering, Pune","628161210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LSCH","73074","73.8487"
"12793","1074","6281","Modern Education Society's Wadia College of Engineering, Pune","628161210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LOBCH","60433","78.95612"
"12794","1074","6281","Modern Education Society's Wadia College of Engineering, Pune","628161210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I","LSEBCH","114960","54.05502"
"12795","1074","6281","Modern Education Society's Wadia College of Engineering, Pune","628161210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","I-NON PWD","PWDOPENH","64099","77.64114"
"12796","1074","6281","Modern Education Society's Wadia College of Engineering, Pune","628161210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","VII","GSTH","67028","76.24662"
"12797","1074","6281","Modern Education Society's Wadia College of Engineering, Pune","628161210","Mechanical Engineering","Un-Aided","Home University Seats Allotted to Home University Candidates","VII","LSTH","63112","77.84109"
"12798","1074","6281","Modern Education Society's Wadia College of Engineering, Pune","628161210","Mechanical Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GOPENO","40083","86.21908"
"12799","1074","6281","Modern Education Society's Wadia College of Engineering, Pune","628161210","Mechanical Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","GSCO","70675","74.93245"
"12800","1074","6281","Modern Education Society's Wadia College of Engineering, Pune","628161210","Mechanical Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","I","LNT1O","127536","46.36579"
"12801","1074","6281","Modern Education Society's Wadia College of Engineering, Pune","628161210","Mechanical Engineering","Un-Aided","Other Than Home University Seats Allotted to Other Than Home University Candidates","VII","GSTO","56847","80.27437"
"12802","1074","6281","Modern Education Society's Wadia College of Engineering, Pune","628161210","Mechanical Engineering","Un-Aided","State Level","I","EWS","126250","47.4207"
"12803","1074","6281","Modern Education Society's Wadia College of Engineering, Pune","628161210","Mechanical Engineering","Un-Aided","State Level","I-NON DEFENCE","DEFSCS","68195","75.88549"
